Dialogue ID,Chapter ID,Character ID,Dialogue
2806,106,12,Don't boast Draco There's no need with these people Do enjoy yourself won't you While you can
2807,106,23,Come on up take your seats I told you these seats would be worth waiting for
2808,106,16,Come on
2817,107,2,Think you're in love Ron?
2818,107,20,Viktor I love you Viktor I do
2819,107,14,Viktor I love you Viktor I do
2820,107,19,When we're apart my heart beats only for youuu
2821,107,14,When we're apart my heart beats only for youuu
2822,107,19,When we're apart my heart beats only for youuu
2823,107,1,Sounds like the irish have got their pride on
2824,107,14,Stop Stop it It's not the irish We've gotta get out of here Now
2859,108,5,Well there's something you don't see every day
2862,108,4,Blimey that's one big woman
2863,108,131,And now our friends from the north please greet the proud sons of Durmstrang and the high master Igor Karkaroff
2864,108,4,Blimey it's him Viktor Krum
2865,108,2,Albus
2866,108,49,Igor
2867,108,4,Professor Dumbledore my horses have travelled a long way They will need attending to
2887,109,13,Three sir
2888,109,3,And they are so named?
2889,109,13,Because they are unforgivable Use of any one of them will
2891,109,13,Aw no way the old codger can see out the back of his head
2892,109,29,So which curse shall we see first?
2893,109,13,Yes
2928,110,4,The Durmstrang champion is  Viktor Krum
2929,110,4,The champion from Beauxbatons Fleur Delacour
2930,110,4,The Hogwarts champion Cedric Diggory
2933,110,4,No No
2934,110,5,Harry Potter
2950,111,7,What do you suggest Minerva?
2951,111,4,Put an end to it Don't let Potter compete
2952,111,7,You heard Barty the rules are clear
2953,111,4,Well the devil with Barty and his rules And since when did you accomodate them
2958,111,13,Don't let him know though he must be anxious enough as it is knowing what lies ahead Then again we all are
2959,111,4,How did you do it?
2969,112,57,This is cosy
2970,112,57,It's a broomcupboard
2971,112,1,You should feel right at home then Don't mind if I use the quill do you?
2972,112,57,Oh no
2973,112,1,So Harry here you sit a mere boy of twelve
2974,112,57,I'm fourteen
2976,112,57,I dunno I haven't really thought about it
2977,112,1,Course you're not just any ordinary boy of twelve are you
2978,112,57,Fourteen
2984,113,18,The bird bites
2985,113,18,Sirius?
2986,113,1,Harry Potter aged 12 suspect entrant in the tri-wizard tournament His eyes swimming with the ghosts of his
2987,113,57,Sirius? How
2988,113,1,I don't have much time Harry so let me get straight to it Did you or did you not put your name into the goblet of fire?
2989,113,18,No
2990,113,1,Shh I had to ask Now tell me about this dream of yours You mentioned Wormtail and Voldemort but who was the third man in the room?
3011,114,10,Neville You're doing it again
3012,114,1,Oh right sorry
3013,114,10,Magical water plants of the highland Lochs?
3014,114,1,Moody gave it to me That day we had tea
3017,114,3,Is that right? Well what?
3018,114,1,Uhhh
3019,114,3,Dean was told by Parvati that Please don't ask me say it again Hagrid's looking for you
3020,114,3,Well you can tell Ronald
3021,114,1,I'm NOT an owl
3043,115,131,Thanks
3044,115,1,Like the badge?
3045,115,131,Excuse me
3046,115,1,Can I have a word?
3047,115,1,Alright
3048,115,36,Dragons That's the first task They've got one for each of us
3049,115,1,Are you serious? And Fleur and Krum do they?
3050,115,36,Yes
3051,115,1,Right Hey listen about the badges I've asked them not to wear them
3082,116,3,Yeah
3083,116,1,How are you feeling? OK? The key is to concentrate After that you just have to
3084,116,3,Battle a dragon
3085,116,1,Young love Ohh how stirring If everything goes unfortunately today you might make the front page
3086,116,57,You have no business here This tent is for champions and friends
3087,116,114,No matter We've got what we wanted
3134,117,7,Try saying that five times faster
3136,117,7,Something's about to burst out of Hilary but I don't think it's a swan
3137,117,2,Inside every boy a lordly lion prepared to prance Mr Weasly will you join me
3138,117,7,Now place your right hand on my waist
3141,117,7,Now bend your arm Mr Filch
3142,117,7,One two three one two three one two three
3143,117,7,Oi Never gonna let him forget this are you?
3144,117,1,Never
3145,117,14,Never
3146,117,19,Everybody come together
3149,118,1,Blimey Harry you slayed dragons If you can't get a date who can?
3150,118,2,I think I'd take the dragon right now
3153,118,5,This is mad At this rate we'll be the only ones in our year without dates
3154,118,2,Well us and Neville
3155,118,2,But then again he can take himself
3156,118,1,It might interest you to know that Neville's already got someone
3157,118,3,Now I'm really depressed
3158,118,2,Well Hermione you're a girl
3159,118,2,Oh well spotted
3160,118,3,Come on It's one thing for a bloke to show up alone For a girl it's just sad
3191,119,2,What are those??
3192,119,2,My dress robes
3193,119,1,Well they're alright No lace no dodgy little collar
3194,119,2,Well I expect yours are more traditional
3195,119,1,Traditional?? They're ancient I look like my great aunt Tessie
3196,119,2,I smell like my great aunt Tessie Murder me Harry
3197,119,2,Leave it alone
3198,119,1,Poor kid bet she's alone in her room crying her eyes out
3199,119,2,Who?
3245,120,3,Hey Potter
3246,120,36,Cedric
3247,120,1,How are you?
3248,120,36,Spectacular
3249,120,1,Look I realise I never really thanked you properly for tipping me off about those dragons
3250,120,36,Forget about it I'm sure you would have done the same for me
3251,120,1,Exactly You know the prefects bathroom on the fifth floor?
3252,120,36,It's not a bad place for a bath Just take your egg and mull things over in the hot water
3279,121,1,Absolutely
3280,121,10,For an hour
3281,121,1,Most likely
3282,121,10,Most likely?
3321,122,5,Mr Crouch?
3322,122,1,A man has died here And he won't be the last you must take action
3323,123,4,I will not In times like these the wizard world looks to its leaders for strength Dumbledore
3324,123,17,Then for once show them some
3325,123,4,The tri-wizard tournament will not be cancelled I will not be seen as a coward
3326,123,17,But surely that is what's right no matter what others think
3327,123,4,What did you say? What did you say to me?
3328,123,17,Excuse me gentlemen it may interest you to know that this conversation is no longer private
3329,123,13,Harry Harry how good to see you again
3330,123,17,I can come back later Professor
3365,124,1,Have there been other dreams like this?
3366,124,4,Yes Always the same one Sir these dreams what I see you don't think it's actually happening do you?
3367,124,1,I think it's unwise for you to linger over these dreams Harry I think it's best that you simply
3368,124,4,Cast them away
3369,124,4,It's a sign Severus you know what it means as well as I
3370,124,49,Potter What's your hurry? Congratulations your performance in the black lake was inspiring Gilliweed am I correct?
3371,124,6,Yes sir
3384,125,1,Get down
3385,125,36,No stop He's bewitched Cedric
3386,125,1,Get off me
3387,125,36,He's bewitched
3388,125,1,Harry Harry
3389,125,36,You know for a moment there I thought you were gonna let it get me
3390,125,36,For a moment so did I
3396,126,36,Yeah you?
3397,126,1,Where are we?
3398,126,36,I've been here before
3399,126,1,It's a portkey Harry the cup is a portkey
3402,126,36,What is it?
3403,126,36,Get back to the cup
3404,126,1,Who are you? What do you want?
3405,126,36,Kill the spare
3406,126,9,Cedric
3407,126,1,Do it now
3408,126,9,Bones of the father unwillingly given
3409,126,44,Flesh of the servent willingly sacrificed
3410,126,44,Blood of the enemy forcibly taken
3421,127,23,I returned
3422,127,44,Out of fear not loyalty Still you have proved yourself useful these past few months Wormtail
3423,127,9,Thank you master thank you
3424,127,44,Oh such a handsome boy
3425,127,9,Don't touch him
3428,127,9,That's better And now
3431,127,9,Have it your way
3432,127,1,Do nothing He is mine to finish He's mine
3434,128,42,Harry take my body back will you? Take my body back to my father
3435,128,36,Let go Sweetheart you're ready Let go Let go
3436,128,45,No
3437,128,9,Harry Harry
3438,128,4,Tell me what happened
3443,128,67,Are you alright Potter?
3444,129,13,Does it hurt?
3445,129,13,Not so much now
3446,129,1,I'd better take a look at it
3447,129,13,The cup was a portkey Someone had bewitched it
3448,129,1,What was it like? What was he like?
3449,129,13,Who?
3450,129,1,The dark lord What was it like to stand in his presence?
3482,130,4,Write to me Promise
3483,130,114,Bye
3484,130,3,Au revoir Ron
3485,130,81,Do you think we'll ever just have a quiet year at Hogwarts?
3486,130,2,No
3487,130,3,No I don't think so
3488,130,1,Everything's going to change now isn't it?
3494,131,31,What should we do with him Big D?
3495,131,148,Big D? Cool name but to me you'll always be Ikkle Duddicums
3496,131,1,Shut up
3497,131,31,Ooo tough guy Not so tough in your bed are you?
3498,131,31,What?
3537,132,1,Who are all you lot?
3538,132,21,Quiet Dursley
3539,132,13,Harry douse the light We're exposed here
3540,132,11,What are you doing here?
3547,132,1,We're not talking about it here it's too risky
3548,132,13,Blast it
3549,132,13,Mad-eye dear you do realize that's disgusting?
3550,132,61,I want 365 degree visibility on the return trip
3551,132,13,How are we getting there?
3552,132,1,Brooms
3583,133,11,Clear
3584,133,56,Right Harry this way
3585,133,13,Here read this
3586,133,13,Come on inside Hurry
3587,133,13,Get in quick Harry Don't touch anything
3590,133,18,Blood traitor abomination shame of my flesh
3609,134,3,So why's he keeping me in the dark?
3610,134,1,Didn't you bother asking?
3611,134,1,We've only seen him twice and not for very long He's really busy
3612,134,2,So I get to spend the summer with the Dursleys while you two are here
3613,134,1,It's not that fun mate Mum won't let us anywhere near the meetings
3614,134,2,You've still been here
3615,134,1,What's been going on?
3670,135,16,Bye
3671,135,1,Good good not very many Muggles
3672,135,16,Well come on Harry in we go
3675,135,132,Harry Potter disciplinary hearing
3676,135,16,Pleas stand by
3677,135,132,Keep close Harry
3678,135,16,Ah Perkins good morn-
3691,136,17,Ersorry
3692,136,1,No matter the accused will take his seat
3693,136,17,Very well we are ready to begin
3694,136,17,Witness for the Defence Albus Percival Wulfric Brian Dumbledore
3695,136,4,Ahyouergot our message that the time had changed did you?
3696,136,17,Well Theahcharges
3698,136,17,Yes
3699,136,1,Yes but-
3700,136,1,Within full sight of a Muggle?
3735,137,16,You were tried by the full court?
3736,137,16,I think so yeah
3737,137,1,Eris Percy mad at you?
3772,138,3,What about you Harry?
3773,138,3,Are you sure? I would have thought you would get one
3774,138,3,I'm sure Nothing
3775,138,1,Socongratulations Ron Hermione
3776,138,1,Come on lets go back downstairs
3777,138,2,Yes do go enjoy yourselves
3778,138,1,What is that?
3779,138,1,Yes it is it's right there
3790,139,4, which are posted in an extensive list on the door to Mr Filch's door
3793,139,4,Hem hem Headmaster if I could address the school?
3795,139,15,So why didn't your mum want you to come back to Hogwarts Seamus?
3796,139,75,What?
3797,139,1,Me mam didn't want me to come back to Hogwarts
3798,139,29,Why?
3799,139,1,Wellbecause of you
3800,139,29,What did I do?
3804,139,1,I'm alone
3805,139,1,Sorry Professor
3806,140,1,Hmm let's see five points from Gryffindor for coming in late
3809,140,15,Copy this down
3810,140,15,Yes?
3811,140,15,I wanted to know something about your course aims
3812,140,3,Well they should be perfectly self- evident
3813,140,15,But surely the whole point of Defense against the dark arts is practical application?
3814,140,3,Miss Granger this class has been approved by Ministry experts Are you a Ministry Expert?
3815,140,15,No but-
3845,141,15,You're going to be doing lines tonight Mr Potter and you'll be using this quill
3846,141,15,"You will write ""I will not tell lies"" until I tell you to stop Understand?"
3847,141,15,There's no ink
3848,141,1,Ohyou won't need ink
3849,141,15,Problem Potter?
3851,141,15,Hey Harry
3852,141,3,Have you seen Ron? I can't find him anywhere
3879,142,15,I am
3880,142,38,And you are the first since Cassandra to have the Second Sight?
3881,142,15,These things tend to skipseveralgenerations
3882,142,38,Of course
3883,142,15,Now if you would kindly make a prediction for me?
3884,142,15,The Inner Eye does not See upon command
3885,142,15,My dear boy your dream diary if you please
3886,142,38,My dear boy My poor boy These dreams are evil portends
3892,143,1,There we are
3893,143,3,"""The Hog's Head"" Hermione?"
3894,143,2,Come on I'll explain in a minute
3895,143,3,Hermione what's going on?
3968,144,27,Dobby What are you doing here?
3969,144,1,Dobby is cleaning sir
3970,144,27,What is it Dobby
3971,144,1,DobbyDobby wishes he could help Harry Potter Dobby has heard him muttering in his sleep
3972,144,27,Don't worry about it Dobby But I don't think you can help me
3973,144,1,Actually there is something you can do Dobby
4017,145,1,I've fine I tell yeh
4018,145,5,Come off it Hagrid We're not blind
4019,145,2,Can' answer tha' I'm afraid Top secret that is Business of the Order
4020,145,5,We know you were looking for giants Hagrid Dumbledore said so last year
4021,145,1,Oh Well yeah I was then Went with Madame Maxime Took us a month to get to their camp
4022,145,5,A month?
4042,146,10,Get McGonagall Go
4043,146,2,Harry HARRY
4044,146,2,Potter
4045,146,7,Wake up Potter Wake up Please
4046,146,7,Mr Weasley's been attacked
4047,146,1,You dreamed this Potter?
4048,146,7,No I saw it happen II was there
4049,146,1,You're sure this happened Potter?
4100,147,15,This is my home
4101,147,38,Not anymore
4102,147,15,Now remove yourself from this castle
4103,147,15,I have the authority Headmaster
4104,147,15,Oh I agree with you Professor Umbridge You do have the power to dismiss my teachers However
4111,147,2,It's got to be
4167,148,5,Could you tell us what it is Hagrid please?
4169,148,5,We won't let her
4170,148,3,Of course we'll help
4171,148,3,Knew yeh'd say yes
4172,148,5,Okay real quiet like from here on
4173,148,5,There we are
4174,148,5,Hagrid I thought none of them wanted to come
4195,149,6,Yeah
4196,149,1,Well we shall see won't we?
4197,149,6,Put that away James
4198,149,18,I'm bored Wish it was full moon
4199,149,18,Easy for you to say
4200,149,11,This should cheer you up Sirius Look Sirius grins
4201,149,42,All right there Snivellus?
4243,150,1,You all right?
4244,150,2,Voldemort He's got Sirius In the Department of Mysteries
4245,150,1,How do you know?
4246,150,3,I just saw it
4247,150,1,How're we going to get there?
4248,150,1,To the Department of Mysteries?
4305,151,15,Accio wand
4306,151,15,Who were you trying to contact?
4307,151,15,It's none of your business
4308,151,1,Draco would you fetch Professor Snape please?
4309,151,15,Very well Potter I have been patient enough with you
4310,151,15,You wished to see me?
4370,152,20,All right come on
4371,152,1,Department of Mysteries
4372,152,132,Where is everyone?
4373,152,1,The Ministry closed a half-hour ago I expect they all went home
4374,152,20,That's how Voldemort got in unnoticed
4375,152,1,This is it Come on
4478,153,18,That will take you back out of the Department of Mysteries
4479,153,18,You come with us
4480,153,1,You're the important one now Harry I have to help the Order
4481,153,18,I'll always be here for you Harry Now go
4482,153,18,Hello cousin
4483,153,18,Potter
4493,154,22,I'LL KILL you
4494,154,1,Stupify
4495,154,1,Come out come out Potter
4496,154,22,Well well have you come to avenge your dear Godfather?
4497,154,22,Crucio
4498,154,1,Crucio
4510,155,4,It is you who made that mistake Dumbledore
4511,155,9,Avada Kedavra
4512,155,9,You do not seek to kill me Dumbledore?
4513,155,9,There are other ways to destroy a man Tom
4514,155,4,There is nothing worse than death
4515,155,9,You are quite wrong Tom as you have always been
4538,156,4,I understand how you feel Harry--
4539,156,4,No you don't
4540,156,1,You forget that Sirius was my friend too You are not the only person on this earth capable of feelings Harry
4541,156,4,There is no shame in feeling pain Harry It is your greatest strength
4542,156,4,You don't have a clue You can't possibly know
4543,156,1,What can't I know?
4651,158,22,Cissy You mustn't do this  He can't be trusted
4652,158,22,The Dark Lord trusts him
4653,158,63,The Dark Lord is mistaken
4654,158,22,Or so I believe
4655,158,22,Well who can one trust these days?
4684,159,143,Oh  Um  No one  Bit of a tosser
4685,159,1,Funny that paper of yours  Couple nights ago I could swear I saw one of the pictures move
4686,159,143,Really
4687,159,1,Thought I'd gone round the twist
4688,159,143,Hey  I was wondering
4689,159,1,Eleven  That's when I get off
4690,159,143,I once knew a Muggle girl from Liverpool with hair like spun silk  No light could resist it
4698,160,1,Wand out Harry
4699,160,4,Lumos
4700,160,4,Horace
4701,160,4,Merlin's Beard
4702,160,8,There's no need to disfigure me Albus
4703,160,8,I must say you make a very convincing armchair Horace
4704,160,4,It's all in the upholstery I come by the stuffing naturally What gave me away?
4705,160,8,Dragon's blood
4738,161,20,Exactly  How'd you guess?
4739,161,20,I'm joking Mum
4740,161,20,You're worse than Fred and George
4741,161,26,Now you're joking  I was only wondering when Harry got here
4742,161,20,Harry who?
4743,161,26,Harry Dimpleton  Harry Potter of course
4837,162,12,Don't know
4841,162,91,Let's just say I don't think you'll be seeing me wasting my time in Charms Class next year
4842,162,12,Amused Blaise?  We'll see just who's laughing in the end
4843,162,12,Where's Harry?
4844,162,3,Probably on the platform  C'mon
4845,162,2,You two go on  I want to check something
4876,163,2,Will  You  Stop  Eating  Your best friend is missing
4877,163,3,Oi  Turn around you lunatic
4878,163,2,He's covered in blood again  Why is it he's always covered in blood?
4879,163,20,Looks like his own this time
4880,163,2,Where've you been Harry?  And what happened to your face?
4881,163,3,Later  What've I missed?
4924,164,8,How did you do that?
4925,164,3,Crush it  Don't cut it
4926,164,1,No  The instructions specifically say to cut
4927,164,3,No  Really --
4931,164,8,Good evening Harry  You got my message I see  Come come  Sit
4932,165,4,So  How are you?
4933,165,4,Fine sir
4936,165,1,Do you?
4937,165,4,Definitely
4938,165,1,And what of your activities outside the classroom?  Do they bring you satisfaction?
4939,165,4,Sir?
4940,165,1,I notice you spend a great deal of time with Miss Granger  One can't help but wonder if --
4941,165,4,No  I mean she's brilliant And we're friends  But no
4942,165,1,Forgive me Harry I
4989,166,1,Shut It
4991,166,1,No hard feelings Weasley alright?
4992,166,71,Hard feelings?
4993,166,2,I'll be going out for Keeper as well  Nothing personal
4997,166,1,Hang on  She's his sister  How do I know she won't toss him a floater?
4998,166,71,Piss off Cormac  How 'bout I toss you a floater?
4999,166,20,Quiet  I'm Captain  We do it my way  Now line up  On three One  Two Three
5000,166,1,C'mon Ron
5028,167,5,What've you got there Hagrid?
5029,167,3,Stinksap  Burn the whiskers right off yer chin  Trees 'ere are drippin' with it
5030,167,5,Stinksap?  You're not sick are you?
5031,167,3,It's not fer me  It's fer Aragog Yeh remember Aragog don' yeh?
5032,167,5,Spider?  About six feet tall?  Ten feet wide?
5033,167,2,Tha's the one  He's taken ill I'm hopin' ter nurse 'im back Keep yer fingers crossed
5034,167,5,Barking  Does he not remember that raving arachnid tried to eat us? What?
5035,167,2,The Aurors I know they're here to protect us but somehow I don't feel any safer
5109,168,8,Here here
5110,168,71,Which one do I use for the soup?
5111,168,10,So tell me Cormac  See much of your Uncle Tiberius these days?
5116,168,8,My parents are dentists  They tend to people's teeth
5117,168,3,Fascinating  And is that considered a dangerous profession?
5118,168,8,No  Though a boy named Robbie Fenwick did bite my father once Needed ten stitches
5119,168,3,Miss Weasley  Come in come in
5142,169,10,Counting on you Ron  I've two Galleons on Gryffindor
5143,169,29,So  How was it?
5144,169,2,How was what?
5145,169,3,Your dinner party
5146,169,2,Dead boring  Though I think Harry enjoyed dessert
5147,169,3,Ol' Sluggy's having a Christmas do you know  And we're meant to bring someone
5172,170,3,Ah  Well they're really good
5174,170,3,Oops  I think this room's taken
5175,170,65,What's with the birds?
5176,170,2,Oppugno
5177,170,3,It feels like this
5180,170,3,Have you?
5181,170,1,Yes  Why?
5192,171,8,Drink?
5193,171,10,Neville?
5194,171,1,I didn't make the cut for the Slug Club  It's okay  He's got Belby handing out towels in the loo
5196,171,123,What're you doing?
5197,171,1,And what's happened to you?
5198,171,1,Hm?  Oh I've just escaped -- I mean left Cormac  Under the mistletoe
5199,171,3,Cormac  That's who you invited
5201,171,3,Dragon tartar?
5228,172,2,Positive  Why?
5229,172,1,It's just well you can't break an Unbreakable Vow
5230,172,2,I'd worked that much out for myself funnily enough
5231,172,1,No you don't understand -- Oh bloody hell
5232,172,2,Lovely
5239,173,1,Voldemort has chosen Draco Malfoy for a mission?
5240,173,11,I know it sounds mad --
5242,173,11,That's not what it sounded like
5243,173,1,Perhaps Harry's right Remus  To make an Unbreakable Vow after all --
5244,173,61,It comes down to whether or not you trust Dumbledore's judgement He trusts Snape  Therefore I do
5245,173,11,But Dumbledore can make mistakes He's said it himself --
5246,173,1,You're blinded by hatred
5300,174,24,Go on
5303,174,8,Confused?  I would be surprised if you weren't
5304,174,4,I don't understand -- what happened?
5306,174,4,But why would he tamper with his own memory?
5307,174,1,I suspect he is ashamed of it
5308,174,4,Why?
5309,174,1,Why indeed
5310,174,4,I asked you to get to know Professor Slughorn and you've done so
5316,175,8,Ah If it isn't the Prince of Potions himself  To what do I owe the pleasure?
5317,175,8,Well sir I wondered if I might ask you something
5318,175,1,Ask away my dear boy ask away
5320,175,1,Yes?  And exactly what was this rare magic
5329,175,3,Nice
5331,175,3,Hermione  I think Malfoy's leaving the castle
5332,175,1,I've seen it  Sometimes sometimes he just disappears off the Map
5333,175,1,That's not possible  No one can leave the castle these days The Map is wrong
5334,175,3,The Map is never wrong
5335,175,1,It's beautiful isn't it?  The moon
5409,176,3,Huh?
5415,176,2,Right  Boggled
5416,176,3,That's Katie  That's Katie Bell
5417,176,3,How are you Katie?
5418,176,1,Give me a moment girls
5421,176,12,Sectumsempra
5422,176,1,Don't touch me  Don't you dare touch me
5423,176,12,You have to get rid of it  Today
5429,177,20,What was that?
5430,177,20,See you never know what you'll find up here
5431,177,20,All right  Close your eyes  That way you can't be tempted
5432,177,20,There's something else  Another secret of sorts  One of mine
5433,177,20,That can stay hidden up here too if you like
5434,177,20,So  Did you and Ginny do it?
5435,178,2,What?
5436,178,1,You know  Hide the book
5437,178,2,Oh  Yeah
5438,178,1,Still no luck with Slughorn I take it?
5439,178,2,Say that again
5440,178,1,Well?  How do you feel?
5441,178,3,Excellent  Really excellent
5486,178,5,And Odo the hero they bore him back home
5490,179,8,Tha's odd
5491,179,5,Isn't it?  That's life I suppose One goes along and then poof
5492,179,8,That's never unicorn hair Hagrid?
5493,179,8,Hagrid looks up reels a bit  Nods
5494,179,8,But my dear chap do you know how much that's worth?
5495,179,8,No idea no idea at all
5510,180,8,Intuition
5512,180,8,Look sharp Tom  You don't want to be caught out of bed after hours
5513,180,8,I know a secret shortcut or two
5514,180,24,Yes I imagine you do  Something on your mind Tom?
5516,180,24,Go on
5633,181,7,We need to get you up to the hospital sir to Madam Pomfrey --
5635,181,4,Speak to no one else I I shall wait here
5636,181,4,All right  Okay
5637,181,1,Sir are you praying?
5640,181,4,Do as I say Harry
5641,181,4,Trust me
5675,182,6,Boo
5676,182,22,Draco  Draco They'll kill you if you stay
5677,182,22,Go on
5678,182,6,Go on
5679,182,6,Cruciatus
5680,182,1,Incacerata
5681,182,1,Impedimenta
5682,182,1,Fight  Fight back you coward
5695,183,7,Potter in light of what's happened should you feel the need to talk to someone
5696,183,7,You should know Professor Dumbledore
5697,183,7,You meant a great deal to him
5698,183,7,Dumbledore
5699,183,3,Do you think he would've done it Draco?
5721,184,51,Hermione  Your tea is ready dear
5722,184,95,Coming Mum
5723,184,3,Don't you look lovely  All packed?
5724,184,95,Are you sure these biscuits are sugar-free?
5725,184,110,Quite sure dear  See the big bold letters that say 'Sugar Free'?  Dead giveaway
5726,184,95,Mm  Yes Hello kitten  Don't you look lovely
5736,185,9,My lord?
5737,185,23,Are you burdened?
5738,185,9,My lord is always welcome here
5739,185,63,You bring news I trust Severus?
5740,185,9,It will happen Saturday next  At nightfall
5768,186,21,Time for the teary farewell
5773,186,32,Do you have any?  Magic?
5774,186,1,What a cruel thing to ask
5775,186,32,Well this is goodbye then boy
5776,186,21,I don't understand  Isn't he coming with us?
5777,186,31,Who?
5778,186,21,Harry
5841,187,1,Dragon fire
5842,187,5,That's him  The real one
5843,187,129,Hol' tight 'arry  We've got ter get yeh out of here
5844,187,5,Hagrid HAGRID
5845,187,1,Avada
5846,187,9,Harry  Hagrid  What happened? Have you seen the others?
5847,188,26,Is no one back yet?
5852,188,20,Oh my God  George
5853,188,20,The house  Quickly
5854,188,11,My boy  My darling boy  What've they done to you?
5855,188,26,Remus  What're you doing
5857,188,11,Are you mad?
5910,189,16,One  Two  Three
5911,189,16,Were you going to tell me?
5912,189,20,Yes
5913,189,1,And Ron and Hermione  They'll not be going back to Hogwarts either?
5914,189,20,I see
5919,189,1,Morning
5920,189,19,How's it look on your end boys?
5921,189,16,Brilliant
5955,190,11,Hello Harry
5956,190,25,Oh I've interrupted a deep thought haven't I?  I can see it growing smaller in your eyes
5957,190,25,No 'course not  How are you Luna?
5958,190,1,Very well  I was bitten by a garden gnome only moments ago
5959,190,25,Gnome saliva is enormously beneficial  Xenophilius Lovegood We live just over the hill
5960,190,34,Nice to meet you sir
5999,191,3,This way
6000,191,3,We need to change
6001,191,3,How the ruddy --
6002,191,2,Undetectable Extension Charm
6003,191,3,You're amazing you are
6004,191,2,Always the tone of surprise
6005,191,3,That'll be the books
6066,192,1,Kreacher
6067,192,2,Been spying on us have you?
6068,192,1,Kreacher has been watching Kreacher always watches
6069,192,48,Maybe he knows
6070,192,3,Ever seen this before?
6071,192,1,Kreacher I own this place Sirius left it to me  Which means I own you too
6072,192,1,That was Master Regulus' locket
6073,192,48,That's right  But there were two weren't there?
6097,193,27,Expelliarmus
6098,193,3,As requested Kreacher has returned with the thief Mundungus Fletcher
6099,193,48,Dobby has also returned with the thief Mundungus Fletcher
6100,193,27,What are you playing at -- setting a pair of bleedin' 'ouse-elves on me
6117,194,2,Well unless one of you fancies wearing a skirt
6119,194,3,It gets really tricky
6120,194,1,Correct
6121,194,3,This is completely mental
6122,194,1,Completely utterly without question
6123,194,3,The world's mental  Come on drink up  We've got a Horcrux to find
6124,194,2,In case you're interested I'm Reg Cattermole Magical Maintenance Department
6125,194,2,Mafalda Hopkirk assistant in the Improper Use of Magic Office
6126,194,3,I'm nobody
6127,194,1,You're somebody  Be careful
6210,195,3,Quickly
6211,195,3,Accio Dittany
6212,195,1,Unstopper it
6213,195,3,Hermione  His arm --
6214,195,1,Just do it
6284,196,53,Snatchers
6285,196,1,Good to know your enchantments work
6286,196,1,He could smell it  My perfume
6287,196,3,We have to leave  We're not safe here
6288,197,1,I told you  Ron's not strong enough to Apparate
6289,197,3,Then we'll go by foot
6290,197,1,I'm hungry
6291,197,2,We're all hungry
6292,197,1,Leave it
6352,198,1,It's a Muggle station
6353,198,3,You were right  It's like you said  Snitches have flesh memories  
6354,198,1,'I open at the close?'
6355,198,3,What do you reckon it means?
6356,198,1,I don't know  But look I've found something as well
6357,198,3,I thought it was a picture of an eye but now I don't think it is
6372,199,3,No  This is where I was born I'm not returning as someone else
6373,199,1,Harry I think it's Christmas Eve Listen
6374,199,3,Do you think they'd be in there? My mum and dad?
6375,199,1,Yeah I think they would
6376,199,3,Harry
6396,200,1,Harry I'm not sure about this
6399,200,3,She's gaga remember?
6400,200,1,Here  Let me do that
6401,200,1,You have a lovely house Miss Bagshot
6402,200,3,Miss Bagshot?  Who is this man?
6403,200,1,His name  Can you tell me his name?
6456,201,1,He loved you Harry  I know he loved you
6457,201,3,No
6458,201,1,Lumos Accio Sword
6459,201,1,Diffindo
6460,201,1,Hermione
6461,201,1,Are -- you -- mental?
6462,201,2,It was you
6516,202,2,Exactly how did you find us?
6517,202,1,With this
6521,202,2,Your voice Hermione  Coming out of this
6522,202,2,And what may I ask did I say?
6523,202,3,My name  Just my name  Like a whisper
6524,202,2,So I took this and I clicked it and this tiny ball of light appeared  And I knew
6525,202,2,Knew what?
6560,203,2,Luna
6561,203,1,Luna
6562,203,3,Keep off the dirigible plums
6563,203,2,What is it? Who are you? What do you want --
6564,203,34,Hello Mr Lovegood  I'm Harry Potter  We met a few months back?
6565,203,1,Would it be okay if we came in? It won't take long sir  I promise
6607,204,2,Which one would you choose if you could?  Of the Deathly Hallows?
6608,204,1,It's obvious isn't it?
6609,204,3,The Wand
6610,204,2,The Cloak
6611,204,3,The Stone
6650,205,2,Stop it
6651,205,3,Your boyfriend'll get worse than that if he doesn't behave lovely
6652,205,53,What happened to you ugly?
6653,205,53,What's your name?
6654,205,53,Dudely  Vernon Dudley
6655,205,1,Check the list  And you ginger?
6656,205,53,Stan Shunpike
6657,205,2,Like 'ell you are  We know skinny Stan  Try again
6658,205,53,Weasley Barney Weasley
6674,206,22,I can't be sure
6676,206,23,Now we won't be forgetting who actually caught him I hope Mr Malfoy
6677,206,53,You dare to talk to me like that in my own house?
6679,206,22,What's wrong with his face?
6680,206,12,Yes what is wrong with his face?
6681,206,22,He came to us like that Something he picked up in the forest I reckon
6686,206,2,Ron? Harry?
6687,206,25,Luna?
6700,207,27,Dobby? What are you doing here?
6703,207,1,Of course sir I'm an elf
6704,207,27,Works for me
6705,207,2,Dobby I want you to take Luna and Mr Ollivander--
6706,207,1,Shell Cottage on the outskirts of Tinworth Trust me
6707,207,2,Whenever you're ready sir
6708,207,25,Sir? I like her very much Meet me at the top of the stairs in 10 seconds
6731,208,25,I want to bury him Properly Without magic
6732,208,1,It's beautiful here
6734,209,73,Muggles think these keep evil away But they're wrong
6735,209,25,I need to talk to the goblin
6736,209,1,How are you?
6737,210,1,Alive
